Food_Item,Calories (kcal),Protein (g),Carbohydrates (g),Fat (g),Fiber (g),Sugars (g),Sodium (mg),Cholesterol (mg),Water_Intake (ml)
Pecorino Cheese (1 tbsp),0.036764707,0.033333335,0.0014285714,0.05,0.0,0.0,0.06962025,0.013333334,0.0
Pecorino Romano (1/4 cup),0.16176471,0.16666667,0.014285714,0.2125,0.0,0.0,0.28481013,0.055555556,0.0
Pepperoncini (2 peppers),0.014705882,0.011111111,0.028571429,0.0,0.071428575,0.016666668,0.221519,0.0,0.0
Pesto (1/4 cup),0.4264706,0.11111111,0.057142857,0.725,0.14285715,0.016666668,0.37974682,0.011111111,0.0
Pesto Sauce (1/4 cup),0.38235295,0.11111111,0.057142857,0.65000004,0.14285715,0.016666668,0.34810126,0.011111111,0.0
Philly Cheesesteak (6 inch),0.7352941,0.5555556,0.5714286,0.7,0.21428573,0.083333336,0.6962025,0.15555556,1.0
Pickle (1 spear dill),0.007352941,0.0044444446,0.014285714,0.0025000002,0.021428574,0.008333334,0.18987341,0.0,0.0
Pickle (1 whole dill),0.025,0.017777778,0.052857146,0.0050000004,0.107142866,0.028333336,0.75949365,0.0,0.0
Pickled Cucumber (1/4 cup),0.014705882,0.011111111,0.028571429,0.0,0.071428575,0.016666668,0.18987341,0.0,0.0
Pickled Radish (1/4 cup),0.022058824,0.011111111,0.042857144,0.0,0.071428575,0.033333335,0.15822785,0.0,0.0
Pickled Turnips (2 tbsp),0.014705882,0.0044444446,0.028571429,0.0,0.035714287,0.016666668,0.12658228,0.0,0.0
Pico de Gallo (1/4 cup),0.022058824,0.011111111,0.042857144,0.0,0.071428575,0.033333335,0.12658228,0.0,0.0
Pine Nuts (1 tbsp in pesto),0.13970588,0.044444446,0.028571429,0.25,0.035714287,0.008333334,0.0,0.0,0.0
Pine Nuts (1 tbsp),0.13970588,0.044444446,0.028571429,0.25,0.035714287,0.008333334,0.0,0.0,0.0
Pine Nuts (1/2 tbsp filling),0.07058824,0.022222223,0.014285714,0.125,0.014285715,0.0033333336,0.0,0.0,0.0
Pine Nuts (1/2 tbsp),0.07058824,0.022222223,0.014285714,0.125,0.014285715,0.0033333336,0.0,0.0,0.0
Pisco Sour (1 drink),0.36764705,0.022222223,0.35714287,0.0,0.0,0.40000004,0.003164557,0.011111111,0.36
Pistachio (garnish),0.014705882,0.008888889,0.007142857,0.020000001,0.014285715,0.0016666668,0.0,0.0,0.0
Pistachios (1 oz shelled),0.23382354,0.12666667,0.11,0.32000002,0.21428573,0.03666667,0.0012658228,0.0,0.0
Pita Bread (1 white),0.24264707,0.12222222,0.47142857,0.030000001,0.107142866,0.025000002,0.19620253,0.0,0.0
Pita Bread (1 whole wheat),0.25,0.13333334,0.5,0.0375,0.35714287,0.033333335,0.20253165,0.0,0.0
Pita Bread (White 1 large),0.32352942,0.15555556,0.64285713,0.05,0.14285715,0.033333335,0.278481,0.0,0.0
Pita Crisps (1 oz),0.19117647,0.06666667,0.25714287,0.125,0.14285715,0.016666668,0.15189874,0.0,0.0
Pizza (1 slice pepperoni),0.4264706,0.26666668,0.4857143,0.3,0.14285715,0.06666667,0.4556962,0.07777778,0.5
Pizza (Margherita 1 slice),0.36764705,0.26666668,0.42857143,0.25,0.21428573,0.06666667,0.37974682,0.055555556,0.5
Poached Egg (1 large),0.105882354,0.14,0.0057142857,0.120000005,0.0,0.0066666673,0.088607594,0.41111112,0.0
Polenta (1 cup creamy),0.22058824,0.06666667,0.45714286,0.025,0.21428573,0.016666668,0.221519,0.011111111,0.0
Polenta (grilled 1 slice),0.1764706,0.055555556,0.35714287,0.025,0.14285715,0.008333334,0.18987341,0.0,0.0
Pomegranate Molasses (1 tsp),0.022058824,0.0,0.057142857,0.0,0.0,0.06666667,0.0,0.0,0.0
Popcorn (3 cups air-popped),0.1367647,0.06666667,0.2657143,0.027500002,0.25714287,0.0016666668,0.0012658228,0.0,0.5
Pork Belly (1 oz in soup),0.2132353,0.06666667,0.0,0.375,0.0,0.0,0.094936706,0.044444446,0.0
Pork Bun (1 steamed),0.32352942,0.17777778,0.42857143,0.2,0.14285715,0.10000001,0.25316456,0.044444446,0.0
Pork Chop (4oz grilled),0.32352942,0.6666667,0.0,0.25,0.0,0.0,0.044303797,0.18888889,0.5
Pork Floss (1 tbsp),0.073529415,0.08888889,0.042857144,0.05,0.0,0.041666668,0.094936706,0.022222223,0.0
Potato (1/2 w/ pasta),0.09558824,0.022222223,0.21428572,0.0025000002,0.071428575,0.008333334,0.0018987341,0.0,0.0
Potato Chips (1 oz),0.23529412,0.044444446,0.21428572,0.25,0.071428575,0.008333334,0.10759494,0.0,0.0
Potato Leek Soup (1 cup),0.2647059,0.08888889,0.35714287,0.175,0.21428573,0.06666667,0.41139242,0.033333335,0.5
Potato Salad (1/2 cup),0.2647059,0.044444446,0.27142859,0.275,0.14285715,0.050000004,0.3164557,0.022222223,0.0
Powdered Sugar (1 tsp),0.014705882,0.0,0.035714287,0.0,0.0,0.041666668,0.0,0.0,0.0
Pretzel Bun (1 medium),0.3382353,0.17777778,0.64285713,0.05,0.14285715,0.06666667,0.34810126,0.0,0.0
Pretzels (1 oz),0.16176471,0.06666667,0.32857144,0.025,0.071428575,0.016666668,0.28481013,0.0,0.0
Prosciutto (1 slice wrapper),0.05147059,0.08888889,0.0,0.0625,0.0,0.0,0.17721519,0.022222223,0.0
Prosciutto (1 slice),0.05147059,0.08888889,0.0,0.0625,0.0,0.0,0.17721519,0.022222223,0.0
Prosecco (3 oz),0.10294118,0.0,0.028571429,0.0,0.0,0.025000002,0.003164557,0.0,0.0
Protein Bar,0.30882353,0.44444445,0.31428573,0.175,0.42857146,0.016666668,0.11392405,0.011111111,1.0
Protein Shake (Whey),0.1764706,0.53333336,0.042857144,0.025,0.071428575,0.033333335,0.101265825,0.011111111,1.0
Provoleta (1 oz grilled cheese),0.14705883,0.15555556,0.014285714,0.2,0.0,0.008333334,0.15822785,0.044444446,0.0
Provolone Cheese (1 slice),0.14705883,0.15555556,0.014285714,0.2,0.0,0.008333334,0.15822785,0.044444446,0.0
Puff Pastry (1 oz wrapper),0.16911764,0.033333335,0.12857144,0.2,0.035714287,0.0,0.06329114,0.0,0.0
Pulled Pork Sandwich,0.7058824,0.5555556,0.6857143,0.5,0.21428573,0.25,0.56962025,0.16666667,0.5
Quesadilla (Cheese 1 medium),0.5882353,0.4,0.5,0.55,0.21428573,0.033333335,0.443038,0.11111111,0.5
Quinoa (1 cup cooked),0.32647058,0.17777778,0.55714285,0.089999996,0.35714287,0.016666668,0.008227848,0.0,0.0
Quinoa Salad (1 cup),0.38235295,0.2,0.45714286,0.3,0.42857146,0.06666667,0.18987341,0.0,0.5
Ragù (filling 1 tbsp),0.036764707,0.033333335,0.014285714,0.0375,0.035714287,0.008333334,0.037974685,0.011111111,0.0
Raisins (1 tbsp),0.039705884,0.0066666673,0.1,0.0,0.021428574,0.10000001,0.0006329114,0.0,0.0
Raisins (1/4 cup),0.19117647,0.028888889,0.4857143,0.0050000004,0.11428572,0.4166667,0.003164557,0.0,0.0
Raita (2 tbsp),0.04411765,0.022222223,0.028571429,0.05,0.035714287,0.025000002,0.06329114,0.011111111,0.0
Ramen (Instant 1 pack),0.5588235,0.2,0.75714284,0.35,0.14285715,0.033333335,1.0,0.0,1.0
Raspberries (1 cup),0.09411765,0.033333335,0.21,0.020000001,0.5714286,0.09,0.0006329114,0.0,0.0
Red Cabbage (1 cup raw),0.032352943,0.024444446,0.07428571,0.0025000002,0.11428572,0.046666667,0.005063291,0.0,0.0
Red Onion (1/4 cup in ceviche),0.023529412,0.0066666673,0.052857146,0.0,0.02857143,0.030000001,0.0006329114,0.0,0.0
Red Wine (5 oz glass),0.18382353,0.0022222223,0.054285713,0.0,0.0,0.015000001,0.0037974683,0.0,0.0
Refried Beans (1/2 cup),0.16911764,0.15555556,0.27142859,0.025,0.42857146,0.016666668,0.30379748,0.0,0.0
Reuben Sandwich,0.9558824,0.62222224,0.5,1.0,0.35714287,0.10000001,0.9493671,0.22222222,1.0
Ribollita (1.5 cups soup),0.5147059,0.33333334,0.78571427,0.2,1.0,0.16666667,0.56962025,0.011111111,1.0
Rice (1/4 cup filling),0.075,0.024444446,0.15857144,0.0025000002,0.0071428576,0.0,0.0,0.0,0.0
Rice Krispies (1.5 cups),0.23529412,0.06666667,0.5285714,0.0125,0.035714287,0.06666667,0.18354431,0.0,0.0
Ricotta (filling 1 oz),0.07205883,0.07111111,0.011428571,0.095,0.0,0.0016666668,0.014556962,0.031111112,0.0
Ricotta Cheese (1/4 cup),0.125,0.12222222,0.035714287,0.15,0.0,0.016666668,0.03164557,0.053333335,0.0
Risotto (Mushroom 1 cup),0.36764705,0.15555556,0.5,0.22500001,0.21428573,0.050000004,0.37974682,0.044444446,0.0
Risotto alla Milanese (1 cup),0.5147059,0.22222222,0.71428573,0.3,0.21428573,0.050000004,0.443038,0.06666667,0.0
Root Beer (1 can),0.22058824,0.0,0.5714286,0.0,0.0,0.6666667,0.034810126,0.0,0.71000004
Rosemary (1 tsp topping),0.0014705883,0.0,0.0028571428,0.0,0.0071428576,0.0,0.0,0.0,0.0
Rosemary (garnish),0.0014705883,0.0,0.0028571428,0.0,0.0071428576,0.0,0.0,0.0,0.0
Rye Bread (1 slice),0.12205882,0.060000002,0.22142857,0.027500002,0.13571429,0.020000001,0.10759494,0.0,0.0
Rye Crispbread (2 slices),0.10294118,0.044444446,0.2,0.0125,0.21428573,0.0,0.07594937,0.0,0.0
S'more (1 serving),0.20588236,0.044444446,0.35714287,0.1,0.071428575,0.25,0.056962024,0.0,0.0
Saffron (pinch in risotto),0.0014705883,0.0,0.0014285714,0.0,0.0,0.0,0.0,0.0,0.0
Saffron (pinch),0.0014705883,0.0,0.0014285714,0.0,0.0,0.0,0.0,0.0,0.0
Sage (2 leaves),0.0014705883,0.0,0.0014285714,0.0,0.0071428576,0.0,0.0,0.0,0.0
Sage (in beans),0.0014705883,0.0,0.0014285714,0.0,0.0071428576,0.0,0.0,0.0,0.0
Sake (3 oz),0.17205882,0.008888889,0.054285713,0.0,0.0,0.0,0.0025316456,0.0,0.0
Salami (3 slices),0.16176471,0.13333334,0.014285714,0.22500001,0.0,0.008333334,0.3164557,0.06666667,0.0
Salmon (4oz grilled),0.3382353,0.5555556,0.0,0.35,0.0,0.0,0.037974685,0.13333334,0.5
Salsa (1/4 cup),0.029411765,0.017777778,0.06428572,0.0025000002,0.071428575,0.050000004,0.15822785,0.0,0.0
Salsa (2 tbsp),0.014705882,0.011111111,0.028571429,0.0,0.035714287,0.016666668,0.07594937,0.0,0.0
Salt (1/4 tsp),0.0,0.0,0.0,0.0,0.0,0.0,0.36708862,0.0,0.0
Saltimbocca (1 serving),0.5588235,0.84444445,0.071428575,0.55,0.035714287,0.016666668,0.5379747,0.26666668,0.0
Saltine Crackers (5 crackers),0.0882353,0.022222223,0.14285715,0.0375,0.035714287,0.0,0.088607594,0.0,0.0
Samosa (1 piece vegetable),0.19117647,0.044444446,0.25714287,0.15,0.14285715,0.016666668,0.18987341,0.0,0.0
Sashimi (Salmon 3 pcs),0.1764706,0.4,0.0,0.125,0.0,0.0,0.028481012,0.08888889,0.0
Sauerkraut (1/2 cup),0.020588236,0.015555556,0.044285715,0.0025000002,0.14285715,0.020000001,0.29620254,0.0,0.0
Sauerkraut (1/4 cup side),0.010294118,0.0066666673,0.021428572,0.0,0.071428575,0.010000001,0.14810127,0.0,0.0
Sausage Link (1 cooked),0.125,0.11111111,0.014285714,0.175,0.0,0.008333334,0.18987341,0.044444446,0.0
Scallops (3oz seared),0.13970588,0.37777779,0.071428575,0.025,0.0,0.0,0.11392405,0.07777778,0.0
Scrambled Eggs (2 large),0.2647059,0.26666668,0.028571429,0.35,0.0,0.016666668,0.11392405,0.82222223,0.5
Sea Salt (coarse 1/4 tsp),0.0,0.0,0.0,0.0,0.0,0.0,0.34810126,0.0,0.0
Seaweed Salad (1/2 cup),0.0882353,0.044444446,0.114285715,0.075,0.14285715,0.06666667,0.221519,0.0,0.0
Seitan (3oz),0.13235295,0.4,0.057142857,0.025,0.071428575,0.016666668,0.18987341,0.0,0.0
Sesame Oil (1 tsp),0.05882353,0.0,0.0,0.112500004,0.0,0.0,0.0,0.0,0.0
Shawarma (Chicken 1 wrap),0.8088235,0.6666667,0.71428573,0.625,0.42857146,0.083333336,0.6962025,0.17777778,0.5
Shepherd's Pie (1 serving),0.5882353,0.44444445,0.5,0.5,0.42857146,0.116666675,0.5379747,0.12222222,0.5
Shish Tawook (2 skewers),0.44117647,0.7777778,0.071428575,0.4,0.071428575,0.033333335,0.37974682,0.22222222,0.0
Shredded Cheese (Cheddar 1/4 cup),0.16911764,0.15555556,0.014285714,0.2375,0.0,0.008333334,0.11392405,0.06666667,0.0
Shrimp (3oz steamed),0.12352941,0.44444445,0.0028571428,0.0050000004,0.0,0.0,0.06329114,0.35777777,0.5
Shrimp Cocktail (4 large shrimp),0.0882353,0.22222222,0.014285714,0.025,0.0,0.008333334,0.18987341,0.24444444,0.0
Shrimp Scampi (1 cup),0.5588235,0.4888889,0.5714286,0.375,0.21428573,0.050000004,0.47468355,0.31111112,0.0
Side Salad (light dressing),0.10294118,0.044444446,0.114285715,0.1,0.21428573,0.050000004,0.094936706,0.0,0.0
Silken Tofu (3oz in soup),0.066176474,0.11111111,0.028571429,0.0625,0.035714287,0.016666668,0.003164557,0.0,0.0
Simple Syrup (1/2 oz),0.04411765,0.0,0.114285715,0.0,0.0,0.13333334,0.0,0.0,0.0
Skirt Steak (4oz grilled),0.3529412,0.5777778,0.0,0.375,0.0,0.0,0.044303797,0.17777778,0.0
Smoothie (Fruit & Yogurt),0.4117647,0.26666668,0.78571427,0.075,0.5,0.6666667,0.044303797,0.011111111,0.5
Soda (1 can Coke),0.20588236,0.0,0.55714285,0.0,0.0,0.65000004,0.028481012,0.0,0.71000004
Sour Cream (1 tbsp),0.04411765,0.008888889,0.008571429,0.072500005,0.0,0.0066666673,0.0075949365,0.013333334,0.0
Sour Cream (2 tbsp),0.0882353,0.017777778,0.018571427,0.14500001,0.0,0.013333335,0.015822785,0.026666667,0.0
Soy Milk (Original 1 cup),0.16176471,0.17777778,0.12857144,0.112500004,0.14285715,0.10000001,0.07911392,0.0,0.48000002
Soy Sauce (1 tbsp for dipping),0.013235294,0.022222223,0.014285714,0.0,0.0071428576,0.0066666673,0.5822785,0.0,0.0
Soy Sauce (1 tbsp in stir-fry),0.013235294,0.022222223,0.014285714,0.0,0.0071428576,0.0066666673,0.5822785,0.0,0.0
Soyrizo (2 oz),0.20588236,0.22222222,0.08571429,0.22500001,0.21428573,0.033333335,0.28481013,0.0,0.0
Spaghetti (side),0.14705883,0.07777778,0.3,0.0125,0.071428575,0.008333334,0.0,0.0,0.0
Spaghetti Bolognese,0.6764706,0.44444445,0.78571427,0.45000002,0.42857146,0.16666667,0.443038,0.11111111,0.5
Spicy Mustard (1 tbsp),0.014705882,0.011111111,0.014285714,0.0125,0.035714287,0.0,0.07594937,0.0,0.0
Spinach Artichoke Dip (1/4 cup),0.23529412,0.11111111,0.08571429,0.35,0.14285715,0.033333335,0.221519,0.06666667,0.0
Split Pea Soup (1 cup),0.2647059,0.24444444,0.42857143,0.05,0.71428573,0.10000001,0.443038,0.011111111,0.5
Spring Roll (Veg 2 rolls),0.2647059,0.08888889,0.35714287,0.175,0.21428573,0.050000004,0.28481013,0.0,0.0
Sriracha (1 tsp),0.007352941,0.0022222223,0.014285714,0.0025000002,0.0071428576,0.013333335,0.050632913,0.0,0.0
Stale Bread (1/2 cup in soup),0.11764706,0.06666667,0.21428572,0.025,0.071428575,0.025000002,0.101265825,0.0,0.0
Steamed Broccoli (1 cup),0.080882356,0.08222222,0.16,0.015000001,0.36428574,0.033333335,0.025316456,0.0,0.0
String Cheese (1 stick),0.11764706,0.13333334,0.014285714,0.15,0.0,0.0,0.1329114,0.044444446,0.0
Stuffed Grape Leaves (3 pcs),0.22058824,0.06666667,0.2857143,0.175,0.21428573,0.050000004,0.25316456,0.0,0.0
Sugar (1 tsp for cereal),0.023529412,0.0,0.057142857,0.0,0.0,0.06666667,0.0,0.0,0.0
Sumac (1/2 tsp dressing),0.007352941,0.0022222223,0.014285714,0.0050000004,0.035714287,0.0,0.0006329114,0.0,0.0
Supplì (1 piece fried rice ball),0.29411766,0.17777778,0.35714287,0.2,0.14285715,0.033333335,0.25316456,0.055555556,0.0
Sweet & Sour Chicken (1 cup),0.5588235,0.4,0.64285713,0.375,0.21428573,0.4166667,0.47468355,0.11111111,0.0
Sweet Chili Sauce (2 tbsp),0.10294118,0.0,0.24285714,0.0,0.035714287,0.26666668,0.28481013,0.0,0.0
Sweet Potato (1 medium baked),0.15147059,0.05111111,0.33714285,0.0050000004,0.27142859,0.12333334,0.025949366,0.0,0.0
Sweet Tea (16 oz),0.2647059,0.0,0.6571429,0.0,0.0,0.7666667,0.009493671,0.0,0.94600004
Sweet Vermouth (1 oz),0.05882353,0.0,0.071428575,0.0,0.0,0.083333336,0.0,0.0,0.0
Swiss Cheese (1 slice),0.15588236,0.1688889,0.014285714,0.2,0.0,0.0066666673,0.034177214,0.057777777,0.0
T-Bone Steak (6oz),0.6764706,0.84444445,0.0,0.825,0.0,0.0,0.06962025,0.23333333,0.0
Tabouli (1/2 cup),0.1764706,0.06666667,0.21428572,0.15,0.2857143,0.033333335,0.18987341,0.0,0.0
Tagliatelle al Ragù (Bolognese),0.8088235,0.62222224,0.92857146,0.5,0.5,0.13333334,0.5379747,0.15555556,1.0
Tahini (1 tbsp),0.13088235,0.057777777,0.045714285,0.2,0.1,0.0016666668,0.010759493,0.0,0.0
Tahini Sauce (1 tbsp),0.04411765,0.022222223,0.021428572,0.0625,0.035714287,0.0,0.028481012,0.0,0.0
Tamarind Chutney (1 tbsp),0.029411765,0.0022222223,0.071428575,0.0,0.035714287,0.06666667,0.07594937,0.0,0.0
Tapioca Pearls (1/4 cup boba),0.14705883,0.0,0.35714287,0.0,0.0,0.33333334,0.003164557,0.0,0.0
Tartar Sauce (2 tbsp),0.0882353,0.0044444446,0.028571429,0.1375,0.0071428576,0.025000002,0.11392405,0.011111111,0.0
Tempeh (3oz),0.23529412,0.35555556,0.114285715,0.22500001,0.35714287,0.0,0.006329114,0.0,0.0
Thai Basil (garnish),0.0014705883,0.0022222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thai Iced Tea (1 glass),0.36764705,0.06666667,0.5,0.3,0.0,0.55,0.03164557,0.07777778,0.6
Tilapia (4oz baked),0.16176471,0.4888889,0.0,0.0625,0.0,0.0,0.03164557,0.11111111,0.0
Tiramisu (1 slice),0.66176474,0.15555556,0.6,0.7,0.14285715,0.4166667,0.094936706,0.4,0.5
Tofu (4oz firm),0.13235295,0.22222222,0.042857144,0.125,0.14285715,0.016666668,0.006329114,0.0,0.0
Tofu Scramble,0.36764705,0.44444445,0.114285715,0.4,0.2857143,0.050000004,0.18987341,0.0,0.5
Tofu Stir-fry,0.5882353,0.4,0.42857143,0.55,0.5,0.15,0.3164557,0.0,0.5
Tomato (1 medium sliced),0.032352943,0.024444446,0.06857143,0.0050000004,0.107142866,0.05333334,0.0037974683,0.0,0.0
Tomato (1/4 cup side),0.011764706,0.0066666673,0.025714286,0.0025000002,0.035714287,0.020000001,0.0012658228,0.0,0.0
Tomato Sauce (1/2 cup),0.05882353,0.033333335,0.1,0.025,0.14285715,0.06666667,0.221519,0.0,0.0
Tomato Soup (1 can),0.25,0.08888889,0.35714287,0.15,0.2857143,0.25,0.56962025,0.022222223,0.0
Tortilla Chips (1 oz),0.20588236,0.044444446,0.27142859,0.175,0.14285715,0.008333334,0.07594937,0.0,0.0
Trail Mix (1/4 cup),0.27941176,0.11111111,0.2857143,0.3,0.21428573,0.23333335,0.03164557,0.0,0.5
Trofie Pasta (1 cup cooked),0.30882353,0.15555556,0.6142857,0.025,0.14285715,0.016666668,0.003164557,0.0,0.0
Tuna (Canned 3oz in water),0.13235295,0.44444445,0.0,0.025,0.0,0.0,0.15822785,0.07777778,0.0
Tuna Melt,0.66176474,0.5555556,0.45714286,0.625,0.21428573,0.06666667,0.56962025,0.11111111,0.5
Tuna Salad (1/2 cup),0.27941176,0.42222223,0.028571429,0.3,0.071428575,0.016666668,0.25316456,0.06666667,1.0
Tuna Sauce (2 tbsp),0.14705883,0.08888889,0.014285714,0.22500001,0.0,0.008333334,0.12658228,0.033333335,0.0
Turkey Bacon (2 slices),0.10294118,0.13333334,0.014285714,0.125,0.0,0.008333334,0.2278481,0.06666667,0.0
Turkey Burger (1 patty),0.23529412,0.4888889,0.028571429,0.2,0.0,0.016666668,0.25316456,0.15555556,0.5
Turkey Chili (1 cup),0.36764705,0.4888889,0.35714287,0.175,0.5714286,0.10000001,0.47468355,0.11111111,0.5
Turkey Sandwich (on wheat),0.5,0.4888889,0.4857143,0.3,0.35714287,0.10000001,0.5379747,0.11111111,1.0
Turkey Sausage (1 patty),0.10294118,0.2,0.014285714,0.1,0.0,0.008333334,0.17721519,0.07777778,0.0
Turkish Coffee (1 small cup),0.007352941,0.0044444446,0.007142857,0.0,0.0,0.0,0.0006329114,0.0,0.120000005
Turmeric (1 tsp),0.013235294,0.0066666673,0.027142856,0.0025000002,0.05,0.0016666668,0.0006329114,0.0,0.0
Tzatziki Sauce (2 tbsp),0.04411765,0.033333335,0.028571429,0.05,0.0,0.025,0.06329114,0.011111111,0.0
Veal Parmesan (1 serving),0.8088235,0.8888889,0.42857143,0.75,0.2857143,0.116666675,0.6962025,0.2888889,0.5
Vegetable Broth (1 cup),0.022058824,0.022222223,0.042857144,0.0,0.071428575,0.033333335,0.34810126,0.0,0.48000002
Vegetable Soup (1 can),0.20588236,0.08888889,0.31428573,0.1,0.42857146,0.13333334,0.49367088,0.011111111,0.5
Veggie Burger (1 patty),0.1764706,0.24444444,0.14285715,0.1,0.35714287,0.016666668,0.221519,0.0,0.5
Veggie Straws (1 oz),0.19117647,0.022222223,0.24285714,0.175,0.071428575,0.016666668,0.1392405,0.0,0.0
Vitello Tonnato (1 serving),0.5588235,0.7777778,0.042857144,0.625,0.035714287,0.016666668,0.37974682,0.24444444,0.0
Vodka (1.5 oz),0.14264706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vodka Soda (1 drink),0.14705883,0.0,0.0,0.0,0.0,0.0,0.003164557,0.0,0.36
Waffle Cone (1 small),0.10294118,0.022222223,0.18571429,0.0375,0.035714287,0.116666675,0.018987343,0.011111111,0.0
Waffles (2 homemade),0.32352942,0.13333334,0.4,0.22500001,0.107142866,0.050000004,0.2658228,0.1,0.0
Walnuts (1 tbsp chopped),0.06764706,0.024444446,0.014285714,0.115,0.035714287,0.0033333336,0.0,0.0,0.0
Wasabi (1 tsp),0.014705882,0.0022222223,0.03142857,0.0025000002,0.021428574,0.016666668,0.025316456,0.0,0.0
Water Cracker (5 crackers),0.10294118,0.033333335,0.17142858,0.0375,0.035714287,0.0,0.094936706,0.0,0.0
Watermelon (1 cup diced),0.06764706,0.02,0.16428572,0.0050000004,0.042857148,0.15666667,0.0012658228,0.0,0.0
Whiskey (1.5 oz shot),0.15441176,0.0,0.0014285714,0.0,0.0,0.0016666668,0.0006329114,0.0,0.0
White Beans (Tuscan style 1/2 cup),0.22058824,0.17777778,0.2857143,0.1,0.5,0.033333335,0.221519,0.0,0.0
White Bread (1 slice),0.10294118,0.044444446,0.18571429,0.025,0.042857148,0.020000001,0.088607594,0.0,0.0
White Rice (1 cup cooked),0.3,0.093333334,0.6357143,0.010000001,0.042857148,0.0016666668,0.0012658228,0.0,0.0
White Wine (5 oz glass),0.17794117,0.0022222223,0.054285713,0.0,0.0,0.023333333,0.003164557,0.0,0.0
White Wine Sauce (1/4 cup),0.11764706,0.022222223,0.057142857,0.15,0.035714287,0.033333335,0.18987341,0.011111111,0.0
Whole Wheat Toast (1 slice),0.11764706,0.08888889,0.2,0.025,0.14285715,0.033333335,0.088607594,0.0,0.0
Wild Rice (1 cup cooked),0.24411765,0.14444445,0.5,0.015000001,0.21428573,0.020000001,0.003164557,0.0,0.0
Yellow Rice (1 cup),0.3382353,0.08888889,0.71428573,0.025,0.14285715,0.016666668,0.18987341,0.0,0.0
Za'atar (1 tbsp),0.05882353,0.022222223,0.042857144,0.075,0.107142866,0.0,0.094936706,0.0,0.0
